Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,AvgOrderValue,PurchaseIntensity,ProductDiversity,Customer_active_days,email_click_rate,website_visits,time_on_site,discount_response,LeadScore,LeadScore_Log,LeadScore_Final
13428.0,9,3,499.98,5,3,2,532,Champion,166.66,0.3,122,504,0.5,10,130,1,407.0,6.0112671744041615,39.69436138778647
13429.0,10,4,1006.8,5,3,3,533,Champion,251.7,0.36363636363636365,55,64,0.6,17,119,1,290.6363636363636,5.675507696188035,33.22383231842161
13430.0,18,2,679.45,5,2,3,523,Champion,339.725,0.10526315789473684,48,67,0.5,12,156,1,257.0526315789474,5.553163562484793,30.866099104756312
13431.0,66,8,3316.24,3,4,5,345,Loyal Customer,414.53,0.11940298507462686,113,592,0.9,19,171,0,425.19402985074623,6.054894711707997,40.53512171374683
13432.0,570,2,439.1,1,2,2,122,Lost Customer,219.55,0.0035026269702276708,98,40,0.4,9,99,0,279.03502626970226,5.6349146891660356,32.44155140309416
13433.0,500,4,658.3199999999999,1,3,3,133,At Risk,164.57999999999998,0.007984031936127744,22,195,0.6,16,192,0,161.07984031936127,5.08808905530345,21.903498453464017
13434.0,73,5,1666.8600000000001,3,4,4,344,Loyal Customer,333.372,0.06756756756756757,17,581,0.8,13,130,0,215.67567567567568,5.378401653398727,27.49820605534195
13435.0,4,9,4475.2300000000005,5,5,5,555,Champion,497.24777777777786,1.8,96,494,1.0,25,225,1,455.0,6.1224928095143865,41.83782643324982
13436.0,1,1,196.89,5,1,1,511,Champion,196.89,0.5,12,0,0.2,10,80,1,138.0,4.9344739331306915,18.9431319470774
13437.0,13,7,3408.06,5,4,5,545,Champion,486.86571428571426,0.5,143,175,0.9,15,195,1,519.0,6.253828811575473,44.368844838762726
13438.0,546,1,46.5,1,1,1,111,Lost Customer,46.5,0.0018281535648994515,1,0,0.2,6,84,0,51.018281535648995,3.951595224789131,0.0017597249948841777
13439.0,254,3,986.61,2,3,3,233,At Risk,328.87,0.011764705882352941,132,270,0.6,10,60,0,396.11764705882354,5.984232576985654,39.17336895175932
13440.0,422,7,1295.25,1,4,4,144,Loyal Customer,185.03571428571428,0.016548463356973995,49,28,0.8,23,322,0,249.16548463356975,5.522122637411845,30.267899437865005
13441.0,91,2,720.9,3,2,3,323,Potential Customer,360.45,0.021739130434782608,33,339,0.5,6,42,0,196.2173913043478,5.284306629478438,25.68487053673329
13442.0,666,3,419.87,1,3,2,132,At Risk,139.95666666666668,0.004497751124437781,33,70,0.5,9,117,0,166.04497751124438,5.118263102569544,22.484992238875414
13443.0,448,6,1280.16,1,4,4,144,Loyal Customer,213.36,0.013363028953229399,176,228,0.8,21,126,0,503.13363028953233,6.22284137239147,43.77167591566772
13444.0,373,2,631.6800000000001,2,2,3,223,Potential Customer,315.84000000000003,0.0053475935828877,51,131,0.5,6,30,0,217.05347593582889,5.384740335165291,27.620360833666936
13445.0,625,1,241.89999999999998,1,1,1,111,Lost Customer,241.89999999999998,0.001597444089456869,7,0,0.2,8,104,0,63.01597444089457,4.159132652853592,4.001280359250554
13446.0,429,11,3881.89,1,5,5,155,Loyal Customer,352.8990909090909,0.02558139534883721,113,233,1.0,28,196,0,411.25581395348837,6.021644064320222,39.89433777626612
13447.0,22,3,1129.14,4,3,3,433,Potential Customer,376.38000000000005,0.13043478260869565,55,12,0.6,10,80,1,273.304347826087,5.6142382484416595,32.04308905299497
13448.0,16,13,9240.87,5,5,5,555,Champion,710.8361538461539,0.7647058823529411,321,717,1.0,34,340,1,894.6470588235294,6.797546427809942,54.8470021794359
13449.0,23,1,291.88,4,1,2,412,Potential Customer,291.88,0.041666666666666664,19,0,0.3,10,120,1,149.41666666666669,5.013409220978981,20.46431930814505
13450.0,26,13,4120.04,4,5,5,455,Champion,316.92615384615385,0.48148148148148145,57,576,1.0,28,224,1,348.8148148148148,5.857403913931281,36.72921292828063
13451.0,25,11,7190.92,4,5,5,455,Champion,653.72,0.4230769230769231,561,601,1.0,30,420,1,1356.2307692307693,7.213201703763294,62.85722890536564
13452.0,258,3,729.8,2,3,3,233,At Risk,243.26666666666665,0.011583011583011582,2,213,0.6,14,126,0,136.11583011583014,4.9208260439132445,18.680119077310792
13453.0,165,3,781.6899999999999,3,3,3,333,Potential Customer,260.56333333333333,0.018072289156626505,33,236,0.6,11,88,0,213.18072289156626,5.366820158126088,27.27501532897298
13454.0,640,1,219.87,1,1,1,111,Lost Customer,219.87,0.0015600624024961,23,0,0.2,10,120,0,95.01560062402496,4.564510684765345,11.813451004448241
13455.0,24,6,2905.93,4,4,4,444,Champion,484.32166666666666,0.24,79,706,0.8,14,98,1,356.4,5.878855602725328,37.14261533367604
13456.0,17,6,1766.72,5,4,4,544,Champion,294.4533333333333,0.3333333333333333,43,189,0.8,15,195,1,300.33333333333337,5.708217071724067,33.85418523167707
13457.0,688,2,148.22,1,2,1,121,Lost Customer,74.11,0.002902757619738752,9,48,0.3,12,168,0,84.0290275761974,4.442992699088597,9.471638755544477
13458.0,6,16,11959.27,5,5,5,555,Champion,747.454375,2.2857142857142856,290,381,1.0,39,390,1,847.8571428571429,6.7438909069672395,53.81298935219074
13459.0,624,2,1160.4099999999999,1,2,3,123,Lost Customer,580.2049999999999,0.0032,57,57,0.5,8,96,0,214.03199999999998,5.370786854261807,27.351458808072575
13460.0,28,2,183.44,4,2,1,421,Potential Customer,91.72,0.06896551724137931,16,20,0.3,11,110,1,143.68965517241378,4.974591139529713,19.716243555320638
13461.0,38,6,4160.0,4,4,5,445,Champion,693.3333333333334,0.15384615384615385,30,558,0.9,13,182,1,274.53846153846155,5.6187272251591205,32.12959756943762
13462.0,252,5,1153.85,2,4,3,243,Loyal Customer,230.76999999999998,0.019762845849802372,64,473,0.7,17,204,0,277.197628458498,5.628331754860981,32.31468955541415
13464.0,57,6,3097.64,4,4,5,445,Champion,516.2733333333333,0.10344827586206896,128,559,0.9,17,136,1,470.0344827586207,6.154931303138307,42.46295909391258
13465.0,445,2,931.12,1,2,3,123,Lost Customer,465.56,0.004484304932735426,34,139,0.5,8,88,0,168.04484304932737,5.130164023212861,22.714338714465356
13466.0,183,5,1013.35,3,4,3,343,Loyal Customer,202.67000000000002,0.02717391304347826,49,444,0.7,12,132,0,262.27173913043475,5.573186727397286,31.251971966232407
13467.0,10,2,1083.71,5,2,3,523,Champion,541.855,0.18181818181818182,89,25,0.5,13,169,1,339.8181818181818,5.831349143937541,36.22710306220684
13468.0,1,72,13390.51,5,5,5,555,Champion,185.97930555555556,36.0,290,734,1.0,153,2142,1,1185.0,7.078341579557671,60.2582960067121
13469.0,652,1,82.4,1,1,1,111,Lost Customer,82.4,0.0015313935681470138,6,0,0.2,3,27,0,61.01531393568147,4.127381353508474,3.3893908409137157
13470.0,98,2,165.0,3,2,1,321,Potential Customer,82.5,0.020202020202020204,7,15,0.3,6,60,0,110.20202020202021,4.711348548935813,14.643210788584188
13471.0,0,4,2531.58,5,3,4,534,Champion,632.895,4.0,214,46,0.7,14,154,1,662.0,6.4967749901858625,49.050738911691184
13472.0,463,2,592.24,1,2,2,122,Lost Customer,296.12,0.004310344827586207,24,91,0.4,12,108,0,131.04310344827587,4.883128410558189,17.95363584066146
13473.0,60,8,2657.7599999999998,3,4,4,344,Loyal Customer,332.21999999999997,0.13114754098360656,65,663,0.8,24,216,0,312.3114754098361,5.747197824832334,34.60539588244661
13474.0,235,3,663.79,2,3,3,233,At Risk,221.26333333333332,0.012711864406779662,116,258,0.6,9,108,0,364.12711864406776,5.900245563208203,37.5548281529011
13475.0,190,4,1431.78,2,3,4,234,At Risk,357.945,0.020942408376963352,64,107,0.7,9,63,0,277.20942408376965,5.62837415412684,32.31550664532541
13476.0,178,5,2061.4700000000003,3,4,4,344,Loyal Customer,412.29400000000004,0.027932960893854747,86,466,0.8,18,126,0,353.27932960893855,5.870085668676237,36.97360710938838
13477.0,37,11,2834.17,4,5,4,454,Champion,257.6518181818182,0.2894736842105263,112,646,0.9,25,275,1,439.89473684210526,6.088806154987369,41.1886400617294
13478.0,468,5,2215.78,1,4,4,144,Loyal Customer,443.15600000000006,0.010660980810234541,114,207,0.8,16,224,0,379.10660980810235,5.940451765499628,38.3296548296568
13479.0,200,4,851.37,2,3,3,233,At Risk,212.8425,0.01990049751243781,45,276,0.6,15,135,0,222.19900497512438,5.408063772500465,28.069834308180763
13480.0,416,2,627.82,1,2,3,123,Lost Customer,313.91,0.004796163069544364,40,262,0.5,10,90,0,180.04796163069545,5.198761977549517,24.036311991266153
13481.0,45,11,3830.84,4,5,5,455,Champion,348.2581818181818,0.2391304347826087,162,689,1.0,29,348,1,556.3913043478261,6.3232675145455115,45.70702045332397
13482.0,231,2,336.09,2,2,2,222,Potential Customer,168.045,0.008620689655172414,20,395,0.4,12,144,0,138.08620689655174,4.935093934390555,18.95508019108917
13483.0,65,1,140.34,3,1,1,311,Potential Customer,140.34,0.015151515151515152,10,0,0.2,10,70,0,99.15151515151516,4.606684190819307,12.6261902257772
13484.0,240,3,790.72,2,3,3,233,At Risk,263.5733333333333,0.012448132780082987,38,398,0.6,13,91,0,208.12448132780082,5.342929679102123,26.814614211402404
13485.0,232,11,3019.2200000000003,2,5,5,255,Loyal Customer,274.4745454545455,0.04721030042918455,131,503,1.0,27,351,0,462.47210300429185,6.138746195501552,42.15105067062449
13486.0,77,3,1122.41,3,3,3,333,Potential Customer,374.1366666666667,0.038461538461538464,69,76,0.6,9,99,0,285.38461538461536,5.65733571641118,32.873634242052304
13487.0,57,5,846.87,4,4,3,443,Loyal Customer,169.374,0.08620689655172414,31,677,0.7,15,180,1,241.86206896551724,5.492493664758936,29.696909960919687
13488.0,16,23,15587.88,5,5,5,555,Champion,677.7339130434782,1.3529411764705883,370,666,1.0,47,470,1,998.5294117647059,6.90728457998545,56.96180146207281
13489.0,104,4,449.52,3,3,2,332,Potential Customer,112.38,0.0380952380952381,11,189,0.5,17,221,0,152.38095238095238,5.032924711607776,20.840408614953095
13490.0,653,1,154.25,1,1,1,111,Lost Customer,154.25,0.0015290519877675841,8,0,0.2,8,48,0,65.01529051987768,4.189886389737624,4.593945530035802
13491.0,51,27,4566.56,4,5,5,455,Champion,169.13185185185188,0.5192307692307693,144,681,1.0,61,793,1,523.1923076923076,6.261858616406031,44.52358979444797
13492.0,135,3,1269.84,3,3,4,334,Potential Customer,423.28,0.022058823529411766,38,78,0.7,9,108,0,240.22058823529412,5.485711818736379,29.566214821452423
13493.0,274,2,618.63,2,2,3,223,Potential Customer,309.315,0.007272727272727273,6,11,0.5,13,143,0,127.07272727272728,4.8525982843836255,17.36527994389439
13494.0,311,1,316.26000000000005,2,1,2,212,Potential Customer,316.26000000000005,0.003205128205128205,18,0,0.3,9,99,0,117.03205128205128,4.770956208617683,15.79192920087597
13495.0,7,10,5374.26,5,5,5,555,Champion,537.426,1.25,59,724,1.0,27,297,1,375.5,5.930918047239948,38.145927473794394
13496.0,10,2,653.33,5,2,3,523,Champion,326.665,0.18181818181818182,28,349,0.5,6,42,1,217.8181818181818,5.388241164984701,27.68782645290647
13497.0,282,6,1320.33,2,4,4,244,Loyal Customer,220.05499999999998,0.02120141342756184,52,386,0.8,17,204,0,270.2120141342756,5.602900854990175,31.824602491458688
13498.0,729,1,327.38,1,1,2,112,Lost Customer,327.38,0.0013698630136986301,17,0,0.3,9,108,0,100.01369863013699,4.615256137645699,12.791382974514793
13499.0,17,5,1159.11,5,4,3,543,Champion,231.82199999999997,0.2777777777777778,31,252,0.7,16,224,1,258.77777777777777,5.559826564695794,30.99450396684565
13500.0,22,4,1466.3,4,3,4,434,Potential Customer,366.575,0.17391304347826086,77,378,0.7,10,60,1,334.7391304347826,5.816334460895032,35.93775026832586
13501.0,287,3,2885.11,2,3,4,234,At Risk,961.7033333333334,0.010416666666666666,90,282,0.7,10,90,0,329.10416666666663,5.79940826121713,35.6115600215706
13502.0,16,5,780.5,5,4,3,543,Champion,156.1,0.29411764705882354,28,531,0.7,12,132,1,252.94117647058823,5.537102651499262,30.556584115143824
13503.0,70,6,1905.39,3,4,4,344,Loyal Customer,317.565,0.08450704225352113,158,589,0.8,17,170,0,497.8450704225352,6.212295567427429,43.56844431088259
13504.0,63,1,295.93,3,1,2,312,Potential Customer,295.93,0.015625,22,0,0.3,11,132,0,140.15625,4.9498674328548775,19.23978503926648
13505.0,72,4,4393.63,3,3,5,335,Potential Customer,1098.4075,0.0547945205479452,182,159,0.8,12,168,0,545.5479452054794,6.3036220351599646,45.32842609130877
13506.0,315,5,1639.2,2,4,4,244,Loyal Customer,327.84000000000003,0.015822784810126583,55,144,0.8,11,110,0,276.15822784810126,5.624588562771721,32.24255329479552
13507.0,2,4,2479.16,5,3,4,534,Champion,619.79,1.3333333333333333,146,142,0.7,17,187,1,499.33333333333337,6.215274542965353,43.62585310814863
13508.0,243,2,287.05,2,2,1,221,Potential Customer,143.525,0.00819672131147541,27,399,0.3,5,45,0,135.08196721311475,4.913257404281724,18.534261384740237
13509.0,8,8,1114.72,5,4,3,543,Champion,139.34,0.8888888888888888,27,498,0.7,23,322,1,256.8888888888889,5.552528828938218,30.85386695010135
13510.0,0,11,4558.29,5,5,5,555,Champion,414.39,11.0,176,717,1.0,30,270,1,707.0,6.56244409369372,50.31626936064312
13511.0,676,1,282.76,1,1,1,111,Lost Customer,282.76,0.0014771048744460858,5,0,0.2,10,140,0,59.014771048744464,4.094590716069497,2.7574719033481543
13512.0,260,4,713.39,2,3,3,233,At Risk,178.3475,0.01532567049808429,31,322,0.6,16,112,0,194.15325670498083,5.273785181701474,25.482108327146964
13513.0,126,3,824.59,3,3,3,333,Potential Customer,274.86333333333334,0.023622047244094488,32,528,0.6,7,63,0,211.23622047244095,5.357699901870514,27.09925593258815
13514.0,73,4,815.9000000000001,3,3,3,333,Potential Customer,203.97500000000002,0.05405405405405406,15,608,0.6,13,78,0,177.54054054054055,5.18481569330651,23.767548654834254
13515.0,72,6,1265.82,3,4,4,344,Loyal Customer,210.97,0.0821917808219178,64,571,0.8,15,210,0,309.82191780821915,5.739220136625496,34.45165528300642
13516.0,20,4,1685.26,4,3,4,434,Potential Customer,421.315,0.19047619047619047,55,396,0.7,17,221,1,290.9047619047619,5.676427591206834,33.241559911672375
13517.0,59,3,2128.42,3,3,4,334,Potential Customer,709.4733333333334,0.05,125,120,0.7,11,66,0,414.5,6.029482614295503,40.0453969980227
13518.0,85,1,659.4399999999999,3,1,3,313,Potential Customer,659.4399999999999,0.011627906976744186,36,0,0.4,9,81,0,185.11627906976744,5.226371634673484,24.56838658813227
13519.0,77,2,343.21,3,2,2,322,Potential Customer,171.605,0.02564102564102564,19,364,0.4,11,154,0,151.25641025641028,5.025566009194058,20.698596690137933
13520.0,58,11,6909.4,4,5,5,455,Champion,628.1272727272727,0.1864406779661017,81,663,1.0,26,312,1,393.864406779661,5.978542431993582,39.063712334541194
13521.0,0,3,1093.65,5,3,3,533,Champion,364.55,3.0,313,8,0.6,8,104,1,833.0,6.726233402358747,53.47270589252873
13522.0,29,1,125.80000000000001,4,1,1,411,Potential Customer,125.80000000000001,0.03333333333333333,5,0,0.2,9,126,1,104.33333333333333,4.657129924918802,13.598346218663659
13523.0,32,6,5101.52,4,4,5,445,Champion,850.2533333333334,0.18181818181818182,177,369,0.9,13,78,1,568.8181818181818,6.345317330677541,46.131949563335894
13524.0,40,5,680.1800000000001,4,4,3,443,Loyal Customer,136.036,0.12195121951219512,17,179,0.7,19,152,1,214.21951219512195,5.37165849422903,27.368256462679096
13525.0,14,2,628.78,5,2,3,523,Champion,314.39,0.13333333333333333,5,233,0.5,8,72,1,171.33333333333334,5.149430585840319,23.08563084956768
13526.0,737,2,1182.0,1,2,3,123,Lost Customer,591.0,0.0027100271002710027,29,0,0.5,13,169,0,158.02710027100272,5.069074629652643,21.537065331264486
13527.0,33,12,4683.74,4,5,5,455,Champion,390.31166666666667,0.35294117647058826,266,653,1.0,33,165,1,765.5294117647059,6.64187306908869,51.84697073346391
13529.0,78,2,307.76,3,2,2,322,Potential Customer,153.88,0.02531645569620253,15,125,0.4,11,110,0,143.25316455696202,4.971569843150777,19.65801917949382
13530.0,633,1,402.97999999999996,1,1,2,112,Lost Customer,402.97999999999996,0.0015772870662460567,18,0,0.3,7,35,0,102.01577287066246,4.634882111172345,13.16960143283932
13531.0,204,6,1738.52,2,4,4,244,Loyal Customer,289.75333333333333,0.02926829268292683,44,531,0.8,19,95,0,254.29268292682926,5.542410663150576,30.65887651764823
13532.0,33,1,210.31,4,1,1,411,Potential Customer,210.31,0.029411764705882353,66,0,0.2,9,72,1,226.29411764705884,5.426244851276192,28.42020773428858
13533.0,182,3,270.79,3,3,1,331,Potential Customer,90.26333333333334,0.01639344262295082,61,84,0.4,15,135,0,235.1639344262295,5.464526201275997,29.157939962442757
13534.0,1,35,7720.9,5,5,5,555,Champion,220.59714285714284,17.5,163,517,1.0,76,684,1,746.0,6.616065185132817,51.349618687760014
13535.0,402,1,89.5,2,1,1,211,Potential Customer,89.5,0.0024813895781637717,1,0,0.2,8,112,0,66.02481389578165,4.205062907479326,4.886417092539855
13536.0,0,7,3448.29,5,4,5,545,Champion,492.61285714285714,7.0,91,74,0.9,20,120,1,480.0,6.175867270105761,42.866422857848306
13537.0,425,2,717.85,1,2,3,123,Lost Customer,358.925,0.004694835680751174,38,26,0.5,9,126,0,176.0469483568075,5.17641494235632,23.605655076977577
13538.0,42,12,3112.73,4,5,5,455,Champion,259.39416666666665,0.27906976744186046,105,632,1.0,31,279,1,442.7906976744186,6.095353049653352,41.314807377914725
13539.0,85,7,1569.3600000000001,3,4,4,344,Loyal Customer,224.19428571428574,0.08139534883720931,69,504,0.8,22,154,0,319.81395348837214,5.7708613709578245,35.06142370302442
13540.0,466,3,632.39,1,3,3,133,At Risk,210.79666666666665,0.006423982869379015,26,188,0.6,15,165,0,169.0642398286938,5.136176247016345,22.83020221621565
13541.0,426,2,785.25,1,2,3,123,Lost Customer,392.625,0.00468384074941452,10,143,0.5,13,104,0,120.04683840749415,4.796177564971892,16.27797808421879
13542.0,376,17,4006.17,2,5,5,255,Loyal Customer,235.6570588235294,0.04509283819628647,98,352,1.0,43,602,0,396.45092838196285,5.985071475862318,39.18953564226214
13543.0,633,2,1439.6100000000001,1,2,4,124,Lost Customer,719.8050000000001,0.0031545741324921135,37,52,0.6,12,168,0,191.03154574132492,5.257659659267961,25.1713481895059
13544.0,39,6,829.0,4,4,3,443,Loyal Customer,138.16666666666666,0.15,219,605,0.7,14,168,1,618.5,6.428912701069197,47.74294287633882
13545.0,390,2,374.64,2,2,2,222,Potential Customer,187.32,0.005115089514066497,54,153,0.4,9,72,0,206.05115089514067,5.3329658685133925,26.62259840771294
13546.0,11,5,1092.14,5,4,3,543,Champion,218.42800000000003,0.4166666666666667,95,411,0.7,15,120,1,388.16666666666663,5.964007700874943,38.78360884880125
13547.0,407,1,175.53,2,1,1,211,Potential Customer,175.53,0.0024509803921568627,44,0,0.2,3,42,0,152.02450980392157,5.030598103359492,20.79557179788533
13548.0,95,3,908.99,3,3,3,333,Potential Customer,302.99666666666667,0.03125,169,375,0.6,9,72,0,485.3125,6.186851421377149,43.07810197553525
13549.0,25,8,1005.8,4,4,3,443,Loyal Customer,125.725,0.3076923076923077,44,361,0.7,25,225,1,270.0769230769231,5.6024026295945335,31.81500102935635
13550.0,382,1,349.51,2,1,2,212,Potential Customer,349.51,0.0026109660574412533,40,0,0.3,7,49,0,161.0261096605744,5.087757492990061,21.897108809310154
13551.0,318,2,244.2,2,2,1,221,Potential Customer,122.1,0.006269592476489028,5,346,0.3,8,40,0,91.0626959247649,4.522469822391826,11.003268002216144
13552.0,65,22,6978.92,3,5,5,355,Loyal Customer,317.2236363636364,0.3333333333333333,162,592,1.0,51,459,0,542.3333333333334,6.297723005132698,45.21474398328526
13553.0,674,1,517.8,1,1,2,112,Lost Customer,517.8,0.0014814814814814814,85,0,0.3,9,117,0,236.01481481481483,5.468122648948628,29.227248264134936
13554.0,379,7,1638.28,2,4,4,244,Loyal Customer,234.04,0.018421052631578946,156,66,0.8,16,160,0,478.1842105263158,6.172085096605458,42.79353537389963
13555.0,73,13,8999.19,3,5,5,355,Loyal Customer,692.2453846153846,0.17567567567567569,264,615,1.0,32,416,0,744.7567567567568,6.614399483704811,51.31751841893644
13556.0,428,2,200.82,1,2,1,121,Lost Customer,100.41,0.004662004662004662,8,6,0.3,8,104,0,82.04662004662005,4.419402137418001,9.01701744190883
13557.0,27,13,3032.26,4,5,5,455,Champion,233.25076923076924,0.4642857142857143,126,702,1.0,32,224,1,486.6428571428571,6.189583287803021,43.13074865349693
13558.0,5,4,605.06,5,3,2,532,Champion,151.265,0.6666666666666666,123,62,0.5,9,72,1,412.66666666666663,6.025060496536497,39.960176942107005
13559.0,512,2,990.0,1,2,3,123,Lost Customer,495.0,0.003898635477582846,1,30,0.5,12,120,0,102.03898635477583,4.635107424912235,13.173943526505383
13560.0,6,1,174.37,5,1,1,511,Champion,174.37,0.14285714285714285,32,0,0.2,7,35,1,174.42857142857144,5.167231959651774,23.428686858987334
13561.0,215,11,1820.72,2,5,4,254,Loyal Customer,165.52,0.05092592592592592,131,433,0.9,24,312,0,445.50925925925924,6.101460137524289,41.432499035669295
13562.0,81,8,4838.18,3,4,5,345,Loyal Customer,604.7725,0.0975609756097561,88,612,0.9,21,252,0,374.9756097560976,5.929524273615943,38.11906761328308
13563.0,83,2,777.53,3,2,3,323,Potential Customer,388.765,0.023809523809523808,49,55,0.5,7,42,0,228.23809523809524,5.434761180619594,28.584328660594327
13564.0,143,37,17249.55,3,5,5,355,Loyal Customer,466.20405405405404,0.2569444444444444,484,593,1.0,82,1148,0,1185.5694444444443,7.078821602982664,60.26754669277432
13565.0,18,3,414.8,5,3,2,532,Champion,138.26666666666668,0.15789473684210525,45,391,0.5,9,99,1,251.57894736842104,5.531723862691805,30.452927743262574
13566.0,40,5,1708.1200000000001,4,4,4,444,Champion,341.624,0.12195121951219512,263,598,0.8,18,162,1,723.219512195122,6.585094540071484,50.752773409613184
13567.0,427,4,1083.69,1,3,3,133,At Risk,270.9225,0.009345794392523364,180,113,0.6,14,196,0,477.0934579439252,6.169806232091305,42.749618641712914
13568.0,172,1,192.85,3,1,1,311,Potential Customer,192.85,0.005780346820809248,41,0,0.2,9,81,0,161.05780346820808,5.087953083122437,21.90087808976038
13569.0,16,4,893.78,5,3,3,533,Champion,223.445,0.23529411764705882,140,411,0.6,16,144,1,459.3529411764706,6.131993458714142,42.02091650460527
13570.0,242,1,239.49,2,1,1,211,Potential Customer,239.49,0.00411522633744856,27,0,0.2,7,49,0,118.04115226337449,4.779469250669776,15.955986776731915
13571.0,12,26,4546.54,5,5,5,555,Champion,174.8669230769231,2.0,263,718,1.0,58,406,1,791.0,6.674561391814426,52.47691793123002
13572.0,205,1,1384.25,2,1,4,214,Potential Customer,1384.25,0.0048543689320388345,32,0,0.5,10,120,0,179.04854368932038,5.193226501694055,23.929636052806188
13573.0,49,6,916.47,4,4,3,443,Loyal Customer,152.745,0.12,73,586,0.7,18,198,1,326.2,5.790571604728592,35.44126596765776
13574.0,410,1,421.25,1,1,2,112,Lost Customer,421.25,0.0024330900243309003,84,0,0.3,3,42,0,234.0243309002433,5.459689044530419,29.064721556512346
13575.0,22,5,732.0699999999999,4,4,3,443,Loyal Customer,146.414,0.21739130434782608,41,152,0.7,14,140,1,263.17391304347825,5.576607647786513,31.317897625100123
13576.0,9,28,11551.74,5,5,5,555,Champion,412.5621428571429,2.8,145,721,1.0,62,682,1,563.0,6.335054251498059,45.93416645822491
13577.0,24,11,3489.28,4,5,5,455,Champion,317.20727272727277,0.44,102,699,1.0,24,240,1,438.4,6.08541015995051,41.12319474735687
13578.0,408,1,147.66,2,1,1,211,Potential Customer,147.66,0.0024449877750611247,9,0,0.2,8,112,0,82.02444987775061,4.419135141257728,9.011872072891594
13579.0,14,5,1539.04,5,4,4,544,Champion,307.808,0.3333333333333333,72,644,0.8,11,77,1,358.33333333333337,5.884250462800833,37.24658142014118
13580.0,405,1,107.75,2,1,1,211,Potential Customer,107.75,0.0024630541871921183,5,0,0.2,7,63,0,74.02463054187191,4.31781646684742,7.059327258596237
13581.0,308,2,280.53000000000003,2,2,1,221,Potential Customer,140.26500000000001,0.006472491909385114,32,104,0.3,12,156,0,145.06472491909386,4.98404984483411,19.898525312356426
13582.0,389,2,241.68,2,2,1,221,Potential Customer,120.84,0.005128205128205128,10,227,0.3,5,70,0,101.05128205128206,4.625475452148837,12.988322676449208
13583.0,155,2,1445.031,3,2,4,324,Potential Customer,722.5155,0.01282051282051282,93,523,0.6,11,121,0,333.12820512820514,5.81152476701526,35.84506110812952
13584.0,306,3,392.45,2,3,2,232,At Risk,130.81666666666666,0.009771986970684038,74,369,0.5,14,126,0,263.09771986970685,5.576319185678944,31.312338578897304
13585.0,530,3,684.54,1,3,3,133,At Risk,228.17999999999998,0.005649717514124294,29,207,0.6,7,84,0,175.05649717514126,5.170804950203471,23.497543110945287
13586.0,540,1,131.53,1,1,1,111,Lost Customer,131.53,0.0018484288354898336,20,0,0.2,6,66,0,89.0184842883549,4.5000150302241995,10.570534468559506
13587.0,63,4,1673.5,3,3,4,334,Potential Customer,418.375,0.0625,27,599,0.7,14,168,0,218.625,5.391921546507262,27.758752270859855
13588.0,15,9,2478.95,5,5,4,554,Champion,275.43888888888887,0.5625,131,239,0.9,24,288,1,495.625,6.207835214134763,43.48248740568018
13589.0,14,6,1120.74,5,4,3,543,Champion,186.79,0.4,48,719,0.7,16,160,1,294.0,5.68697535633982,33.44482929150471
13590.0,10,18,6349.59,5,5,5,555,Champion,352.755,1.6363636363636365,255,726,1.0,44,616,1,771.3636363636364,6.64945547068335,51.99309363725955
13591.0,64,7,2093.94,3,4,4,344,Loyal Customer,299.13428571428574,0.1076923076923077,89,660,0.8,20,240,0,360.0769230769231,5.889091018949432,37.339865337062335
13592.0,35,4,247.95999999999998,4,3,1,431,Potential Customer,61.989999999999995,0.1111111111111111,15,228,0.4,14,126,1,159.11111111111111,5.075868018663303,21.667982919374033
13593.0,107,14,5523.6900000000005,3,5,5,355,Loyal Customer,394.54928571428576,0.12962962962962962,212,538,1.0,29,232,0,640.2962962962963,6.463491590832193,48.4093238005247
13594.0,52,2,533.32,4,2,2,422,Potential Customer,266.66,0.03773584905660377,31,432,0.4,8,72,1,190.37735849056605,5.254247177823874,25.10558516026858
13595.0,516,3,818.22,1,3,3,133,At Risk,272.74,0.005802707930367505,114,129,0.6,10,110,0,345.05802707930366,5.846606469317942,36.52113189474838
13596.0,5,2,697.04,5,2,3,523,Champion,348.52,0.3333333333333333,133,7,0.5,9,99,1,429.33333333333337,6.0645601021785325,40.72138656720274
13597.0,399,2,396.71,2,2,2,222,Potential Customer,198.355,0.005,17,2,0.4,5,35,0,132.05,4.890724997423698,18.10003211338139
13598.0,46,5,789.59,4,4,3,443,Loyal Customer,157.918,0.10638297872340426,78,604,0.7,16,80,1,336.06382978723406,5.820272318314166,36.01363798722779
13599.0,0,33,10167.630000000001,5,5,5,555,Champion,308.11,33.0,235,737,1.0,72,504,1,1045.0,6.952728644624869,57.8375686715101
13600.0,311,2,518.42,2,2,2,222,Potential Customer,259.21,0.00641025641025641,35,321,0.4,8,48,0,168.06410256410257,5.130277948118107,22.716534198015182
13601.0,44,4,1185.14,4,3,3,433,Potential Customer,296.285,0.08888888888888889,160,501,0.6,10,70,1,482.8888888888889,6.181855311950383,42.981820341279175
13602.0,64,4,1025.17,3,3,3,333,Potential Customer,256.2925,0.06153846153846154,49,495,0.6,9,45,0,245.6153846153846,5.507829975707962,29.99246094979932
